0.0,2022-02-01,09:00:24.652718200,Zagreb
0.0,2022-02-01,17:00:26.307408500,Zagreb
0.0,2022-02-02,09:34:17.693709100,Zagreb
0.0,2022-02-02,17:00:25.902531500,Zagreb
0.0,2022-02-03,09:00:25.534864300,Zagreb
0.0,2022-02-03,17:00:28.578423900,Zagreb
0.0,2022-02-04,09:00:26.968794100,Zagreb
0.0,2022-02-04,17:00:25.003698200,Zagreb
0.0,2022-02-05,17:00:26.461973100,Zagreb
0.0,2022-02-07,09:00:27.778677700,Zagreb
0.0,2022-02-08,17:00:27.153715900,Zagreb
0.0,2022-02-09,09:00:24.303350600,Zagreb
0.0,2022-02-09,17:00:25.173421900,Zagreb
0.0,2022-02-10,09:00:54.054627900,Zagreb
0.0,2022-02-11,09:00:25.388819,Zagreb
0.0,2022-02-11,17:00:26.124366300,Zagreb
0.0,2022-02-14,08:34:53.021737200,Zagreb
0.0,2022-02-14,09:00:23.819708700,Zagreb
0.0,2022-02-15,17:00:27.689346700,Zagreb
0.0,2022-02-16,09:00:42.171744,Zagreb
0.0,2022-02-16,17:00:47.641165700,Zagreb
0.0,2022-02-17,09:00:32.981779700,Zagreb
0.0,2022-02-18,09:00:34.057683900,Zagreb
0.0,2022-02-21,09:00:25.275562500,Zagreb
0.0,2022-02-22,09:00:26.725384,Zagreb
0.0,2022-02-23,09:00:46.722496100,Zagreb
0.0,2022-02-24,09:00:26.711693700,Zagreb
0.0,2022-02-25,09:00:24.743919400,Zagreb
0.0,2022-02-25,17:00:18.660092200,Zagreb
0.0,2022-02-26,09:00:25.272363,Zagreb
0.0,2022-02-26,17:00:25.180110300,Zagreb
0.0,2022-02-27,09:00:20.194893900,Zagreb
0.0,2022-02-27,17:00:26.108129500,Zagreb
0.0,2022-02-28,09:00:31.098996900,Zagreb
