0.0,2022-03-01,09:00:28.520136700,Split
0.0,2022-03-02,09:00:27.602215600,Split
0.0,2022-03-03,09:00:27.067741,Split
0.0,2022-03-04,09:00:25.810687700,Split
0.0,2022-03-07,09:00:28.970600700,Split
0.0,2022-03-08,09:00:28.831953200,Split
0.0,2022-03-09,09:00:51.696121300,Split
0.0,2022-03-11,09:00:30.328902700,Split
0.0,2022-03-14,09:00:25.953063900,Split
0.0,2022-03-14,17:00:34.710615100,Split
0.0,2022-03-15,09:00:53.085921900,Split
0.0,2022-03-16,09:00:44.952065500,Split
0.0,2022-03-16,17:00:40.896972400,Split
0.0,2022-03-17,09:00:26.138027100,Split
0.0,2022-03-18,09:00:26.330339900,Split
0.0,2022-03-21,09:00:31.643131300,Split
0.0,2022-03-22,09:00:27.943391100,Split
0.0,2022-03-23,09:00:24.850337900,Split
0.0,2022-03-24,09:00:28.227439600,Split
0.0,2022-03-25,09:00:25.033644100,Split
0.0,2022-03-25,17:00:27.859275,Split
0.0,2022-03-29,10:00:31.976582500,Split
0.0,2022-03-30,10:00:42.865334800,Split
0.0,2022-03-31,10:00:46.209282900,Split
0.0,2022-03-31,18:00:36.669381100,Split
